Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time_Days,Stay_Length_Days,Total_Guests,Total_Bill_amount,Booking_month,Booking_dayofweek,Checkin_month,Checkin_dayofweek
M,63,Latino,Grad,<25K,South,Airport Hotels,1,3,1,HB,Yes,No,Non-Refundable,Online,No,Check-In,No,0,242,1,4,4,968.0,10,6,10,0
M,63,caucasian,College,50K -- 100K,South,City Hotel,1,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,111,10,2,3,222.0,10,4,10,0
M,33,Latino,College,25K --50K,North,City Hotel,3,1,0,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,5,199,20,1,4,189.04999999999998,9,1,9,0
F,68,Asian American,Mid-School,25K --50K,North,Resort,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,134,140,3,3,281.4,2,2,7,2
M,62,Asian American,Mid-School,>100K,South,Airport Hotels,3,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,120,142,1,4,96.0,2,0,7,2
F,32,African American,College,50K -- 100K,North,City Hotel,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,40,194,141,2,3,232.79999999999998,2,1,7,2
M,61,Asian American,College,>100K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,158,142,1,4,158.0,2,0,7,2
F,37,caucasian,College,<25K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,233,142,1,3,233.0,2,0,7,2
F,57,caucasian,High-School,<25K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,148,141,2,3,296.0,2,1,7,2
F,59,Asian American,Grad,50K -- 100K,South,Airport Hotels,2,2,2,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,15,181,142,1,4,153.85,2,0,7,2
M,48,Latino,High-School,25K --50K,South,City Hotel,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,126,142,1,2,126.0,2,0,7,2
F,53,Asian American,High-School,25K --50K,North,Resort,1,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,246,140,3,3,664.2,2,2,7,2
M,22,Asian American,College,25K --50K,North,City Hotel,2,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,5,130,141,2,4,247.0,2,1,7,2
M,42,Latino,Mid-School,50K -- 100K,South,Resort,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,107,141,2,4,149.79999999999998,12,1,5,2
M,55,Asian American,Grad,<25K,South,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,186,77,1,3,130.2,8,0,10,0
M,57,Asian American,Grad,<25K,South,Airport Hotels,1,1,0,HB,No,No,Refundable,Online,No,Check-In,Yes,20,179,77,1,2,143.20000000000002,8,5,10,5
M,50,Latino,Mid-School,25K --50K,South,City Hotel,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,184,1,1,3,165.6,10,6,10,0
M,33,Asian American,High-School,<25K,North,Resort,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,120,1,1,4,114.0,10,6,10,0
M,43,caucasian,High-School,25K --50K,South,Airport Hotels,1,1,0,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,5,208,36,3,2,592.8,9,6,10,0
M,66,African American,College,25K --50K,West,City Hotel,1,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,40,168,44,2,3,201.6,8,5,9,0
M,34,Latino,High-School,25K --50K,South,City Hotel,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,155,8,1,3,155.0,10,6,10,0
F,38,African American,High-School,50K -- 100K,West,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,231,86,1,4,184.8,6,2,9,4
F,26,caucasian,Mid-School,25K --50K,East,City Hotel,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,224,10,2,4,448.0,9,6,9,2
M,58,Asian American,Grad,<25K,South,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,171,101,1,4,162.45,4,1,7,4
M,50,Latino,Grad,50K -- 100K,South,Resort,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,5,234,84,3,3,666.9,6,4,9,4
F,29,Asian American,Mid-School,25K --50K,South,Resort,2,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,134,3,2,3,201.0,10,3,10,6
M,69,Asian American,Mid-School,50K -- 100K,South,City Hotel,1,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,20,183,2,3,2,439.20000000000005,10,4,10,6
M,42,caucasian,Mid-School,<25K,North,City Hotel,2,1,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,40,234,2,3,3,421.2,10,4,10,6
M,54,Latino,Grad,25K --50K,South,City Hotel,2,1,0,BB,Yes,No,Refundable,Direct,No,Check-In,Yes,5,155,10,3,3,441.75,10,5,10,1
M,20,Latino,College,<25K,East,City Hotel,2,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,229,10,3,3,652.65,10,5,10,1
M,62,caucasian,High-School,25K --50K,South,Resort,1,2,1,BB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,159,19,1,3,159.0,9,3,10,1
F,27,Latino,College,50K -- 100K,West,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,115,2,2,4,230.0,10,0,10,2
F,34,Asian American,High-School,50K -- 100K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,171,5,1,4,171.0,10,1,10,6
M,52,Latino,Mid-School,25K --50K,West,Resort,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,163,281,2,4,326.0,1,6,10,0
M,42,African American,Mid-School,<25K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,129,18,1,4,116.10000000000001,10,4,10,1
M,34,Latino,Grad,<25K,North,Resort,3,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,40,248,13,4,4,595.1999999999999,10,3,10,2
F,61,Asian American,College,<25K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,223,17,4,3,847.4,9,6,9,2
M,44,African American,High-School,>100K,North,City Hotel,3,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,239,72,1,4,179.25,8,0,10,2
M,51,caucasian,College,25K --50K,South,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,206,104,2,2,350.2,7,4,10,3
M,53,Asian American,Mid-School,50K -- 100K,West,Resort,1,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,129,5,2,2,232.20000000000002,10,1,10,6
F,33,African American,College,>100K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,144,26,1,4,144.0,9,2,10,0
M,41,caucasian,College,<25K,West,Airport Hotels,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,246,149,1,4,246.0,5,0,10,2
F,63,Latino,College,>100K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,147,152,1,4,117.60000000000001,5,6,10,4
M,29,Asian American,High-School,50K -- 100K,South,Resort,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,180,151,2,2,342.0,5,0,10,4
M,26,Asian American,Grad,<25K,South,City Hotel,2,1,1,BB,Yes,Yes,No Deposit,Direct,No,Check-In,Yes,20,143,129,1,3,114.4,6,3,10,6
M,30,caucasian,Mid-School,<25K,South,City Hotel,1,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,192,86,2,2,364.79999999999995,7,5,10,0
F,61,caucasian,Grad,50K -- 100K,South,Airport Hotels,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,129,86,2,3,245.1,7,5,10,0
M,39,African American,High-School,>100K,East,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,141,7,2,3,282.0,10,2,10,2
F,51,African American,College,50K -- 100K,South,City Hotel,2,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,237,133,3,3,639.9,6,5,10,5
M,28,caucasian,College,25K --50K,East,Resort,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,159,35,2,2,254.4,8,2,9,2
F,38,Asian American,College,50K -- 100K,East,City Hotel,3,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,102,34,3,4,290.7,8,3,9,2
F,51,caucasian,Mid-School,50K -- 100K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,195,70,3,2,585.0,8,2,10,2
M,39,caucasian,Mid-School,<25K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,223,13,4,3,624.4,10,0,10,6
M,66,caucasian,High-School,<25K,West,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,164,73,1,4,131.20000000000002,8,3,10,6
F,52,caucasian,High-School,25K --50K,North,Airport Hotels,2,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,145,89,3,4,413.25,4,4,7,2
M,35,Latino,Mid-School,50K -- 100K,East,Airport Hotels,3,1,0,BB,Yes,No,No Deposit,Agent,No,Check-In,Yes,20,116,45,2,4,185.60000000000002,9,3,10,6
F,67,African American,High-School,25K --50K,East,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,186,81,1,4,176.7,7,6,10,3
M,38,Asian American,College,>100K,South,Airport Hotels,2,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,30,146,82,4,3,408.79999999999995,8,1,10,6
M,60,Latino,Grad,<25K,East,Airport Hotels,1,2,1,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,30,196,118,1,3,137.2,3,1,7,0
F,28,African American,College,50K -- 100K,North,City Hotel,2,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,178,4,1,4,169.1,10,4,10,1
M,62,caucasian,Grad,<25K,North,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,144,4,3,2,432.0,10,5,10,2
M,22,African American,College,25K --50K,West,Resort,1,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,183,6,1,2,183.0,10,3,10,2
M,36,African American,College,25K --50K,North,Resort,1,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,5,191,6,1,2,181.45,10,3,10,2
M,50,African American,College,25K --50K,South,City Hotel,1,3,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,140,8,2,4,266.0,10,2,10,3
F,48,Asian American,College,25K --50K,South,Resort,1,2,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,161,9,1,3,152.95,10,1,10,3
F,35,caucasian,Mid-School,>100K,West,Airport Hotels,2,1,2,HB,No,No,Refundable,Online,Yes,Check-In,No,0,107,44,3,3,321.0,9,3,10,5
F,61,African American,Grad,>100K,South,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,140,43,4,3,560.0,9,4,10,5
F,62,African American,High-School,<25K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,119,46,1,4,113.05,9,1,10,5
F,69,Asian American,High-School,25K --50K,North,City Hotel,2,1,1,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,5,210,45,2,3,399.0,9,2,10,5
F,28,African American,College,<25K,North,City Hotel,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,25,250,44,3,2,562.5,9,3,10,5
F,21,African American,Grad,<25K,West,Airport Hotels,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,113,46,1,4,107.35,9,1,10,5
F,46,African American,College,>100K,South,Resort,1,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,187,32,1,3,168.3,9,0,10,4
F,43,Latino,College,<25K,East,Airport Hotels,1,3,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,202,46,1,4,161.60000000000002,9,1,10,5
F,54,caucasian,College,25K --50K,East,Airport Hotels,2,1,1,HB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,167,44,3,3,501.0,9,3,10,5
M,54,caucasian,High-School,25K --50K,West,Resort,2,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,129,46,1,3,116.10000000000001,9,1,10,5
M,62,African American,College,<25K,East,Resort,3,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,195,46,1,4,185.25,9,1,10,5
M,66,Asian American,College,<25K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,208,123,1,4,124.8,6,1,10,5
F,64,Latino,High-School,<25K,South,Airport Hotels,2,1,1,HB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,20,240,45,2,3,384.0,9,2,10,5
M,26,Latino,College,>100K,North,City Hotel,1,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,199,2,1,2,159.20000000000002,10,3,10,5
F,22,Latino,High-School,25K --50K,West,Resort,2,1,0,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,Yes,25,144,46,1,3,108.0,9,1,10,5
F,25,Latino,Mid-School,25K --50K,South,City Hotel,1,3,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,173,74,1,4,155.70000000000002,8,4,10,1
F,51,caucasian,Mid-School,50K -- 100K,West,City Hotel,3,1,0,HB,No,No,Refundable,Online,No,Check-In,No,0,245,114,4,4,980.0,7,2,10,4
F,61,African American,College,<25K,West,Resort,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,199,124,1,4,189.04999999999998,2,3,6,1
F,40,Asian American,Mid-School,>100K,West,Resort,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,10,229,58,2,3,412.2,9,1,11,3
M,69,Latino,College,>100K,South,Resort,2,1,0,BB,Yes,No,No Deposit,Direct,No,Check-In,No,0,172,10,2,3,344.0,10,0,10,3
M,31,Asian American,High-School,25K --50K,South,Resort,2,2,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,239,73,2,4,382.40000000000003,8,3,10,6
F,19,African American,College,<25K,West,Resort,3,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,136,20,2,4,272.0,10,0,10,6
M,50,African American,Mid-School,>100K,East,City Hotel,2,2,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,203,39,1,4,203.0,9,4,10,1
M,29,Asian American,Grad,50K -- 100K,West,Resort,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,182,73,2,4,273.0,8,1,10,4
M,39,Latino,High-School,>100K,West,Resort,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,15,227,196,1,4,192.95,9,4,4,4
M,29,caucasian,College,<25K,West,Resort,1,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,215,27,1,2,172.0,9,5,10,4
F,52,African American,College,<25K,North,Resort,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,5,202,91,1,3,191.89999999999998,7,0,10,0
F,64,African American,College,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,149,27,1,4,89.39999999999999,9,5,10,4
M,49,Asian American,College,25K --50K,North,City Hotel,2,1,2,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,124,17,2,3,223.20000000000002,10,1,10,4
F,55,African American,College,<25K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,110,26,2,4,165.0,9,6,10,4
F,58,caucasian,High-School,25K --50K,South,Resort,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,182,15,4,3,728.0,9,3,10,4
F,38,Asian American,Mid-School,25K --50K,North,Airport Hotels,2,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,15,152,79,4,4,516.8,8,3,10,5
M,50,African American,High-School,25K --50K,South,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,158,39,1,3,142.20000000000002,9,1,10,5
M,45,Latino,High-School,25K --50K,East,Airport Hotels,1,1,1,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,5,113,81,2,2,214.7,8,1,10,5
F,66,caucasian,College,>100K,East,Resort,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,177,53,1,3,177.0,9,2,10,6
M,47,Asian American,High-School,<25K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,237,143,2,4,474.0,3,0,8,3
M,47,African American,College,25K --50K,West,Resort,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,5,217,114,4,3,824.5999999999999,6,6,10,1
F,52,caucasian,College,50K -- 100K,North,Resort,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,250,32,2,4,375.0,9,5,10,2
F,26,Asian American,Grad,>100K,North,Airport Hotels,1,1,0,HB,Yes,No,Refundable,Online,No,Check-In,Yes,20,147,47,1,2,117.60000000000001,9,4,10,2
F,38,Latino,High-School,<25K,North,City Hotel,1,2,0,BB,No,No,Non-Refundable,Agent,No,Check-In,No,0,123,90,2,3,246.0,7,3,10,2
M,47,Latino,Mid-School,25K --50K,North,Airport Hotels,2,2,0,HB,No,No,Refundable,Agent,Yes,Check-In,No,0,226,17,4,4,904.0,10,6,10,2
F,64,caucasian,College,25K --50K,North,Resort,1,2,0,BB,Yes,Yes,No Deposit,Agent,No,Check-In,No,0,220,105,2,3,440.0,3,4,7,4
F,50,Latino,Grad,>100K,South,Airport Hotels,2,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,210,18,3,4,472.5,10,5,10,2
M,20,caucasian,High-School,<25K,North,Resort,2,2,0,BB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,5,241,29,1,4,228.95,9,6,10,0
F,25,Latino,High-School,<25K,North,City Hotel,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,134,23,1,4,107.2,10,5,10,0
F,19,Asian American,Grad,<25K,South,City Hotel,2,1,2,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,213,23,1,3,202.35,10,6,10,1
F,26,Asian American,Mid-School,<25K,South,Airport Hotels,3,1,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,213,20,1,4,170.4,10,4,10,3
F,27,caucasian,College,>100K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,193,19,2,2,308.8,10,5,10,3
F,46,African American,High-School,<25K,North,Resort,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,25,236,130,3,2,531.0,6,6,10,3
M,67,African American,College,<25K,North,Resort,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,180,121,1,4,162.0,6,6,10,1
M,43,Latino,College,>100K,South,City Hotel,1,3,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,5,223,120,2,4,423.7,6,6,10,0
F,23,Asian American,Mid-School,25K --50K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,245,63,1,4,196.0,6,2,8,2
M,54,caucasian,High-School,50K -- 100K,South,Airport Hotels,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,214,121,1,2,192.6,6,5,10,0
M,68,Asian American,College,<25K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,223,121,1,4,200.70000000000002,6,5,10,0
F,39,Latino,College,50K -- 100K,West,City Hotel,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,166,119,3,2,498.0,6,0,10,0
F,23,caucasian,College,25K --50K,South,Airport Hotels,2,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,104,18,3,3,296.4,10,6,10,3
F,29,African American,College,<25K,West,Airport Hotels,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,103,20,1,3,77.25,10,4,10,3
M,40,African American,College,25K --50K,South,Resort,2,1,0,HB,No,No,Refundable,Online,No,Check-In,Yes,25,214,51,1,3,160.5,9,1,10,3
F,31,caucasian,College,25K --50K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,20,217,60,1,4,173.60000000000002,8,2,10,6
F,28,Asian American,Grad,25K --50K,East,Resort,1,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,15,210,23,1,4,178.5,10,4,10,6
M,68,Latino,College,25K --50K,North,Resort,1,3,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,176,23,1,4,176.0,10,4,10,6
M,49,caucasian,Grad,25K --50K,South,City Hotel,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,172,19,3,3,490.2,10,5,10,3
F,23,African American,College,>100K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,15,225,27,2,4,382.5,9,1,10,0
M,35,caucasian,College,50K -- 100K,North,Airport Hotels,2,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,25,126,1,3,3,283.5,10,4,10,5
M,21,caucasian,College,>100K,West,Resort,2,2,0,BB,Yes,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,241,9,1,4,192.8,10,3,10,5
F,33,caucasian,College,<25K,North,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,20,182,28,1,3,145.6,9,6,10,6
M,42,Latino,High-School,<25K,East,Resort,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,178,89,4,3,498.4,7,3,10,1
M,44,caucasian,College,50K -- 100K,North,Resort,1,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,149,38,1,3,149.0,9,5,10,1
F,19,African American,College,25K --50K,West,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,240,92,1,2,216.0,7,0,10,1
M,23,caucasian,College,<25K,East,Resort,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,151,47,4,4,573.8,9,6,10,4
M,32,African American,Grad,25K --50K,South,Airport Hotels,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,185,163,2,4,370.0,12,5,5,0
M,56,African American,Mid-School,>100K,North,Resort,2,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,158,25,2,3,316.0,10,0,10,4
M,37,African American,Mid-School,25K --50K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,232,164,1,3,232.0,12,4,5,0
F,59,Asian American,High-School,<25K,South,Airport Hotels,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,177,50,2,4,354.0,7,1,9,2
M,55,Latino,Mid-School,25K --50K,South,Resort,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,142,19,3,4,426.0,10,6,10,4
M,70,Asian American,College,50K -- 100K,North,Resort,1,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,200,71,1,2,160.0,8,0,11,1
F,54,Asian American,College,50K -- 100K,East,Airport Hotels,1,1,1,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,20,141,22,1,2,112.80000000000001,10,4,11,5
F,43,African American,College,25K --50K,West,City Hotel,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,194,35,4,3,620.8000000000001,9,6,10,6
F,63,Latino,College,25K --50K,East,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,249,162,1,3,199.20000000000002,5,6,10,0
M,57,African American,Mid-School,50K -- 100K,South,Airport Hotels,2,2,2,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,234,4,3,4,631.8000000000001,10,4,10,1
M,35,Asian American,Grad,>100K,South,Airport Hotels,3,1,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,192,10,1,4,192.0,10,3,10,6
F,29,Asian American,Grad,<25K,West,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,168,147,1,3,168.0,1,4,6,4
M,38,caucasian,College,50K -- 100K,South,Airport Hotels,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,140,146,2,4,252.0,1,5,6,4
M,60,African American,Grad,<25K,South,Resort,1,3,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,140,145,3,4,336.0,2,6,6,4
M,23,caucasian,High-School,25K --50K,South,Airport Hotels,3,1,0,BB,No,No,Refundable,Agent,No,Check-In,No,0,231,146,2,4,462.0,1,5,6,4
M,69,Latino,Grad,25K --50K,South,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,105,145,3,2,283.5,2,6,6,4
M,70,caucasian,Mid-School,25K --50K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,126,147,1,3,100.80000000000001,1,4,6,4
F,52,Latino,High-School,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,212,145,3,4,572.4,2,6,6,4
F,40,African American,High-School,25K --50K,North,City Hotel,2,1,1,BB,Yes,No,Refundable,Agent,No,Check-In,No,0,223,146,2,3,446.0,1,5,6,4
F,33,Latino,College,<25K,North,Airport Hotels,3,1,1,BB,Yes,Yes,Refundable,Online,No,Check-In,No,0,192,147,1,4,192.0,1,4,6,4
F,51,African American,College,<25K,East,Airport Hotels,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,163,145,3,3,464.54999999999995,2,6,6,4
M,64,Asian American,College,<25K,West,City Hotel,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,200,146,2,4,360.0,1,5,6,4
M,27,Asian American,College,50K -- 100K,South,Resort,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,208,147,1,4,156.0,1,4,6,4
F,23,Asian American,College,>100K,East,Airport Hotels,1,2,1,BB,No,No,Refundable,Direct,No,Check-In,No,0,113,51,2,3,226.0,8,1,9,3
M,30,Latino,Grad,>100K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,248,147,1,4,248.0,1,4,6,4
F,51,caucasian,College,>100K,East,City Hotel,1,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,201,145,3,2,452.25,2,6,6,4
F,23,Asian American,College,50K -- 100K,East,Airport Hotels,3,1,2,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,25,230,147,1,4,172.5,1,4,6,4
F,64,Latino,High-School,25K --50K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,218,146,2,3,327.0,1,5,6,4
M,34,African American,High-School,25K --50K,North,City Hotel,3,1,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,217,147,1,4,217.0,1,4,6,4
M,33,African American,College,>100K,West,City Hotel,1,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,207,146,2,3,372.6,1,5,6,4
M,30,caucasian,College,>100K,South,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,246,147,1,4,246.0,1,4,6,4
